channel,fetched_at,source_url,external_product_id,brand_name,product_name,model_code,detail_url,thumbnail_url,feature_tags_json,offer_count,rating,review_count,order_count,ranking_rank,metadata_json
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-50S90010U,청호나이스,청호나이스 스탠드 정수기 TOTA S 11.2L (냉온정),WP-50S90010U,https://www.ajd.co.kr/electronics/overview/4020/detail/2661,https://image.ajd.kr/PRODUCT_CODE/3f03be0c-8edb-4253-a1ff-159cbecce22f,"[""정수"",""냉수"",""온수""]",6,,7,,96,"{""totalScore"":79.1,""reviewCount"":7,""textBadges"":[""위생기능 92위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""2개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":97,""위생관리"":60,""편의기능"":60,""렌탈료"":100},""detailSn"":2661,""lowerCategorySn"":4020,""detailAverageScore"":79.1,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:P-R40CS0H,현대큐밍,현대큐밍 더퓨어 프리미엄RO 지하수 냉온정수기 4.4L (카운터),P-R40CS0H,https://www.ajd.co.kr/electronics/overview/4020/detail/2835,https://image.ajd.kr/PRODUCT_CODE/85e03bae-4793-4998-94a7-16ca37578590,"[""냉수"",""정수"",""온수""]",3,,1,,97,"{""totalScore"":79,""reviewCount"":1,""textBadges"":[""위생기능 103위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터, 나노필터"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":93,""위생관리"":66,""편의기능"":80,""렌탈료"":80},""detailSn"":2835,""lowerCategorySn"":4020,""detailAverageScore"":79,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:MLP-310S,유버스,유버스 샤인 냉온 정수기 (스탠드형/냉온정),MLP-310S,https://www.ajd.co.kr/electronics/overview/4020/detail/2793,https://image.ajd.kr/PRODUCT_CODE/1c860a80-0041-4cf8-bc30-a5c9775c5086,"[""냉수"",""정수"",""온수""]",4,,0,,98,"{""totalScore"":79,""reviewCount"":0,""textBadges"":[""위생기능 86위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96.7,""위생관리"":65,""편의기능"":75,""렌탈료"":80},""detailSn"":2793,""lowerCategorySn"":4020,""detailAverageScore"":79,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-SS100H,쿠쿠,쿠쿠 인스퓨어 ZERO100S 얼음정수기 (얼음냉온정),CP-SS100H,https://www.ajd.co.kr/electronics/overview/4020/detail/42826,https://image.ajd.kr/PRODUCT_CODE/ddcbde0f-7cfa-4ff7-9836-cd7581806b0d,"[""냉수"",""온수"",""정수"",""얼음"",""살균수""]",6,,131,,99,"{""totalScore"":78.9,""reviewCount"":131,""textBadges"":[""위생기능 24위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""3개"",""편의기능"":""12개"",""살균부위"":""얼음저장고, 직수관, 코크, 냉수관"",""직수관 재질"":""PP"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":81,""위생관리"":76,""편의기능"":80,""렌탈료"":80},""detailSn"":42826,""lowerCategorySn"":4020,""detailAverageScore"":78.9,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:HQPM15C,현대큐밍,현대큐밍 딜라이트 아이 직수형 정수기,HQPM15C,https://www.ajd.co.kr/electronics/overview/4020/detail/43286,https://image.ajd.kr/PRODUCT_CODE/f8af3cde-8491-433e-ba31-0cb6c1a6fd19,[],6,,0,,100,"{""totalScore"":78.5,""reviewCount"":0,""textBadges"":[""위생기능 121위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""2개"",""살균부위"":""-"",""직수관 재질"":""-"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":91.9,""위생관리"":62,""편의기능"":75,""렌탈료"":90},""detailSn"":43286,""lowerCategorySn"":4020,""detailAverageScore"":80.6,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-70S90010M,청호나이스,청호나이스 스탠드 얼음정수기 NEW700 12.3L (얼음냉온정),WI-70S90010M,https://www.ajd.co.kr/electronics/overview/4020/detail/43071,https://image.ajd.kr/PRODUCT_CODE/7562b1ac-d582-4dd3-b435-0963c387a409,"[""냉수"",""온수"",""정수"",""얼음""]",4,,2,,101,"{""totalScore"":78.5,""reviewCount"":2,""textBadges"":[""위생기능 123위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""9개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":97,""위생관리"":64,""편의기능"":100,""렌탈료"":60},""detailSn"":43071,""lowerCategorySn"":4020,""detailAverageScore"":80.6,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-55S90510M,청호나이스,청호나이스 스탠드 얼음정수기 550 9.7L (얼음냉온정),WI-55S90510M,https://www.ajd.co.kr/electronics/overview/4020/detail/3180,https://image.ajd.kr/PRODUCT_CODE/dcc7f8da-5f9e-48a1-af2a-6f4ae84e1d87,"[""정수"",""냉수"",""온수"",""얼음""]",4,,6,,102,"{""totalScore"":78.4,""reviewCount"":6,""textBadges"":[""위생기능 91위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""8개"",""살균부위"":""코크"",""저수조 재질"":""PP"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":97,""위생관리"":68,""편의기능"":90,""렌탈료"":60},""detailSn"":3180,""lowerCategorySn"":4020,""detailAverageScore"":78.4,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-45S9P010M,청호나이스,청호나이스 뉴디지털 스탠드 정수기 19L (냉온정),WP-45S9P010M,https://www.ajd.co.kr/electronics/overview/4020/detail/2842,https://image.ajd.kr/PRODUCT_CODE/e3be746a-7c1c-48e3-9b26-d9c7302905c8,"[""냉수"",""온수"",""정수""]",2,,0,,103,"{""totalScore"":78.4,""reviewCount"":0,""textBadges"":[""위생기능 119위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":95.2,""위생관리"":64,""편의기능"":90,""렌탈료"":70},""detailSn"":2842,""lowerCategorySn"":4020,""detailAverageScore"":78.4,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-QN3002S,쿠쿠,쿠쿠 인스퓨어 대용량 정수기 21L (냉온정/스탠드형),CP-QN3002S,https://www.ajd.co.kr/electronics/overview/4020/detail/2785,https://image.ajd.kr/PRODUCT_CODE/e0134301-381f-4e31-8002-fa70f4b2935b,"[""정수"",""냉수"",""온수""]",3,,8,,104,"{""totalScore"":78.4,""reviewCount"":8,""textBadges"":[""위생기능 135위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":93,""위생관리"":60,""편의기능"":90,""렌탈료"":80},""detailSn"":2785,""lowerCategorySn"":4020,""detailAverageScore"":78.4,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-35C90010N,청호나이스,청호나이스 정수기 ANNIE PLUS 4.12L (냉온정),WP-35C90010N,https://www.ajd.co.kr/electronics/overview/4020/detail/2686,https://image.ajd.kr/PRODUCT_CODE/691cce5c-74e8-4551-9a19-db4182d399a0,"[""정수"",""냉수"",""온수""]",2,,1,,105,"{""totalScore"":78.4,""reviewCount"":1,""textBadges"":[""위생기능 83위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""3개"",""편의기능"":""4개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":66,""편의기능"":70,""렌탈료"":80},""detailSn"":2686,""lowerCategorySn"":4020,""detailAverageScore"":78.4,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:EW-BS551,세스코,세스코 THE슬림 더블 냉온정수기 11L (스탠드),EW-BS551,https://www.ajd.co.kr/electronics/overview/4020/detail/2676,https://image.ajd.kr/PRODUCT_CODE/104bd866-6bc9-46c2-a87c-8c879fc4ab6e,"[""냉수"",""온수"",""정수""]",2,,0,,106,"{""totalScore"":78.3,""reviewCount"":0,""textBadges"":[""위생기능 118위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""4개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":93,""위생관리"":64,""편의기능"":80,""렌탈료"":80},""detailSn"":2676,""lowerCategorySn"":4020,""detailAverageScore"":78.3,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-60C80511M,청호나이스,청호나이스 얼음정수기 아이스트리 플리 3.8L (얼음냉정),WI-60C80511M,https://www.ajd.co.kr/electronics/overview/4020/detail/43068,https://image.ajd.kr/PRODUCT_CODE/598516e2-64ff-4b4b-b39b-fe1d315f6119,"[""냉수"",""정수"",""얼음""]",4,,5,,107,"{""totalScore"":78.2,""reviewCount"":5,""textBadges"":[""위생기능 128위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""10개"",""살균부위"":""냉수관"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":64,""편의기능"":100,""렌탈료"":60},""detailSn"":43068,""lowerCategorySn"":4020,""detailAverageScore"":78.2,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-43C60000M,청호나이스,청호나이스 일반 정수기 TIDY 4.6L (정수),WP-43C60000M,https://www.ajd.co.kr/electronics/overview/4020/detail/3252,https://image.ajd.kr/PRODUCT_CODE/0be3f09a-1333-4eb0-81a5-04be90c9f567,"[""정수""]",2,,1,,108,"{""totalScore"":78.2,""reviewCount"":1,""textBadges"":[""위생기능 120위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":95,""위생관리"":62,""편의기능"":80,""렌탈료"":80},""detailSn"":3252,""lowerCategorySn"":4020,""detailAverageScore"":78.2,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WHP-3900,루헨스,루헨스 대용량 냉온정수기 21L (스탠드형),WHP-3900,https://www.ajd.co.kr/electronics/overview/4020/detail/2687,https://image.ajd.kr/PRODUCT_CODE/ec6f11ab-5fcb-4fe8-8b9c-8e2330f366a5,"[""온수"",""정수"",""냉수""]",4,,0,,109,"{""totalScore"":78.1,""reviewCount"":0,""textBadges"":[""위생기능 117위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""중공사막"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""코크"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":82.3,""위생관리"":72.5,""편의기능"":80,""렌탈료"":80},""detailSn"":2687,""lowerCategorySn"":4020,""detailAverageScore"":78.1,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:MLP-850N,유버스,유버스 뉴 업소용 냉온 정수기 15.2L (스탠드형),MLP-850N,https://www.ajd.co.kr/electronics/overview/4020/detail/2765,https://image.ajd.kr/PRODUCT_CODE/4752b128-20a1-4ca7-b2ae-664bb07e3681,"[""냉수"",""온수"",""정수""]",4,,0,,110,"{""totalScore"":77.9,""reviewCount"":0,""textBadges"":[""저수조형 77위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""3개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96.7,""위생관리"":62,""편의기능"":75,""렌탈료"":80},""detailSn"":2765,""lowerCategorySn"":4020,""detailAverageScore"":77.9,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-40C90010M,청호나이스,청호나이스 이과수 냉온정수기 450 5.97L (냉온정),WP-40C90010M,https://www.ajd.co.kr/electronics/overview/4020/detail/2836,https://image.ajd.kr/PRODUCT_CODE/e7f7903d-5909-412e-9c34-5dd303f9d9b4,"[""정수"",""냉수"",""온수""]",1,,0,,111,"{""totalScore"":77.8,""reviewCount"":0,""textBadges"":[""위생기능 129위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":60,""편의기능"":80,""렌탈료"":80},""detailSn"":2836,""lowerCategorySn"":4020,""detailAverageScore"":77.8,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:HQP-M50SW/HQP-M50SW1C,현대큐밍,현대큐밍 더퓨어 마크업 대용량 냉온정수기 18.9L (스탠드),HQP-M50SW/HQP-M50SW1C,https://www.ajd.co.kr/electronics/overview/4020/detail/2682,https://image.ajd.kr/PRODUCT_CODE/97fe6e30-9fd5-4675-a442-eea246bff078,"[""냉수"",""온수"",""정수""]",3,,2,,112,"{""totalScore"":77.8,""reviewCount"":2,""textBadges"":[""위생기능 98위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""4개"",""살균부위"":""저수조"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":66,""편의기능"":70,""렌탈료"":80},""detailSn"":2682,""lowerCategorySn"":4020,""detailAverageScore"":77.8,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-46S9P510M,청호나이스,청호나이스 메타 디지털P 스탠드 정수기 22.5L (냉온정),WP-46S9P510M,https://www.ajd.co.kr/electronics/overview/4020/detail/2660,https://image.ajd.kr/PRODUCT_CODE/6569f874-2742-4c5c-8512-d34dc68f043d,"[""냉수"",""온수"",""정수""]",4,,0,,113,"{""totalScore"":77.8,""reviewCount"":0,""textBadges"":[""위생기능 131위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""6개"",""살균부위"":""저수조"",""저수조 재질"":""PP"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":60,""편의기능"":80,""렌탈료"":80},""detailSn"":2660,""lowerCategorySn"":4020,""detailAverageScore"":77.8,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-80S9P510M,청호나이스,청호나이스 슈퍼 아이스트리 대용량 스탠드 얼음정수기 24.6L (얼음냉온정),WI-80S9P510M,https://www.ajd.co.kr/electronics/overview/4020/detail/3185,https://image.ajd.kr/PRODUCT_CODE/a1ad6a05-c81b-4737-97a2-1abdd35017b2,"[""정수"",""냉수"",""온수"",""얼음""]",4,,21,,114,"{""totalScore"":77.7,""reviewCount"":21,""textBadges"":[""위생기능 107위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""8개"",""살균부위"":""저수조"",""저수조 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":97,""위생관리"":66,""편의기능"":90,""렌탈료"":60},""detailSn"":3185,""lowerCategorySn"":4020,""detailAverageScore"":77.7,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-30C9560BN,청호나이스,청호나이스 직수 정수기 (냉온정),WP-30C9560BN,https://www.ajd.co.kr/electronics/overview/4020/detail/2763,https://image.ajd.kr/PRODUCT_CODE/163c2778-a66e-4274-aab5-f641a4bf86f8,"[""정수"",""냉수"",""온수""]",4,,133,,115,"{""totalScore"":77.4,""reviewCount"":133,""textBadges"":[""위생기능 5위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""10개"",""살균부위"":""냉수관, 직수관, 코크"",""직수관 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":83,""위생관리"":70,""편의기능"":80,""렌탈료"":80},""detailSn"":2763,""lowerCategorySn"":4020,""detailAverageScore"":79.5,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-DN2001,쿠쿠,쿠쿠 대용량 업소용 냉온정수기 16L (스탠드형),CP-DN2001,https://www.ajd.co.kr/electronics/overview/4020/detail/2787,https://image.ajd.kr/PRODUCT_CODE/8934a25e-45e8-4b69-b3b3-0c3271499fc5,"[""냉수"",""온수"",""정수""]",4,,4,,116,"{""totalScore"":77.1,""reviewCount"":4,""textBadges"":[""위생기능 110위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""4개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":64,""편의기능"":70,""렌탈료"":80},""detailSn"":2787,""lowerCategorySn"":4020,""detailAverageScore"":77.1,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-QRP3002S,쿠쿠,쿠쿠 대용량 지하수 정수기 20L (냉온정/스탠드형),CP-QRP3002S,https://www.ajd.co.kr/electronics/overview/4020/detail/2782,https://image.ajd.kr/PRODUCT_CODE/bcba1981-49d3-48c3-b7b5-f7fe4ea6662d,"[""냉수"",""온수"",""정수""]",2,,0,,117,"{""totalScore"":77.1,""reviewCount"":0,""textBadges"":[""위생기능 111위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""4개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":64,""편의기능"":70,""렌탈료"":80},""detailSn"":2782,""lowerCategorySn"":4020,""detailAverageScore"":77.1,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:HQPG30SW0E(스탠드),현대큐밍,현대큐밍 더퓨어 나노 S 냉온정수기 4.65L (스탠드),HQPG30SW0E(스탠드),https://www.ajd.co.kr/electronics/overview/4020/detail/45038,https://image.ajd.kr/PRODUCT_CODE/ebeb35bb-d61b-440f-a879-b5db87260180,"[""냉수"",""온수"",""정수""]",3,,0,,118,"{""totalScore"":77.1,""reviewCount"":0,""textBadges"":[""위생기능 112위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""4개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":64,""편의기능"":70,""렌탈료"":80},""detailSn"":45038,""lowerCategorySn"":4020,""detailAverageScore"":79.2,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:HQPG30CW0E(카운터),현대큐밍,현대큐밍 더퓨어 나노 S 냉온정수기 4.25L (카운터),HQPG30CW0E(카운터),https://www.ajd.co.kr/electronics/overview/4020/detail/44304,https://image.ajd.kr/PRODUCT_CODE/859efbd6-c269-4cff-b007-24966a38b786,"[""냉수"",""온수"",""정수""]",3,,0,,119,"{""totalScore"":77.1,""reviewCount"":0,""textBadges"":[""위생기능 113위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""4개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":64,""편의기능"":70,""렌탈료"":80},""detailSn"":44304,""lowerCategorySn"":4020,""detailAverageScore"":79.2,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-70S9P010M,청호나이스,청호나이스 스탠드 얼음정수기(펌프형) NEW700 12.3L (얼음냉온정),WI-70S9P010M,https://www.ajd.co.kr/electronics/overview/4020/detail/43072,https://image.ajd.kr/PRODUCT_CODE/7d84907f-0679-47e7-9702-2afe10cba2bd,"[""냉수"",""온수"",""정수"",""얼음""]",4,,0,,120,"{""totalScore"":77,""reviewCount"":0,""textBadges"":[""위생기능 122위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""8개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":97,""위생관리"":64,""편의기능"":90,""렌탈료"":60},""detailSn"":43072,""lowerCategorySn"":4020,""detailAverageScore"":77,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-53C9600M,청호나이스,청호나이스 얼음정수기 OMNI plus 4.37L (얼음냉온정),WI-53C9600M,https://www.ajd.co.kr/electronics/overview/4020/detail/3188,https://image.ajd.kr/PRODUCT_CODE/15c83f26-1dad-4cb5-afde-7a77acf07389,"[""정수"",""냉수"",""온수"",""얼음""]",1,,30,,121,"{""totalScore"":77,""reviewCount"":30,""textBadges"":[""위생기능 124위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""7개"",""살균부위"":""저수조"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":97,""위생관리"":64,""편의기능"":90,""렌탈료"":60},""detailSn"":3188,""lowerCategorySn"":4020,""detailAverageScore"":77,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-WR602HW,쿠쿠,쿠쿠 인스퓨어 지하수 냉온정수기 4.2L (하프형),CP-WR602HW,https://www.ajd.co.kr/electronics/overview/4020/detail/2678,https://image.ajd.kr/PRODUCT_CODE/10779cbe-1b4f-42f4-908b-397962c88a01,"[""냉수"",""온수"",""정수""]",2,,2,,122,"{""totalScore"":76.9,""reviewCount"":2,""textBadges"":[""위생기능 137위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":93,""위생관리"":60,""편의기능"":80,""렌탈료"":80},""detailSn"":2678,""lowerCategorySn"":4020,""detailAverageScore"":76.9,""recommendLabel"":null}"
