channel,fetched_at,source_url,external_product_id,external_offer_id,brand_name,product_name,model_code,product_detail_url,offer_url,public_monthly_fee,card_applied_monthly_fee,contract_term_months,management_type,promo_duration_months,post_promo_monthly_fee,support_pricing_model,support_amount,support_amount_min,support_amount_max,rating,review_count,order_count,ranking_rank,feature_tags_json,metadata_json
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:878,miso:878:1534,코웨이,워터스탠드 정수기2,CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,32400,13400,60,visit,,,fixed_public,300000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":5,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:878,miso:878:1540,코웨이,워터스탠드 정수기2,CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,25900,6900,72,visit,,,fixed_public,300000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":5,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":72,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:878,miso:878:1541,코웨이,워터스탠드 정수기2,CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,27900,8900,72,visit,,,fixed_public,300000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":5,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":72,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:878,miso:878:1542,코웨이,워터스탠드 정수기2,CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,28400,9400,60,visit,,,fixed_public,300000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":5,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:878,miso:878:1543,코웨이,워터스탠드 정수기2,CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,34900,15900,60,visit,,,fixed_public,300000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":5,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":36,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:878,miso:878:1544,코웨이,워터스탠드 정수기2,CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,https://miso.kr/booking/rental/water_purifier/CHP-5711L,30400,11400,60,visit,,,fixed_public,300000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":5,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:880,miso:880:881,코웨이,워터스탠드 플러스,CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,30900,13900,60,visit,,,fixed_public,300000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":7,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":36,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:880,miso:880:1535,코웨이,워터스탠드 플러스,CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,32900,15900,60,visit,,,fixed_public,300000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":7,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":36,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:880,miso:880:1548,코웨이,워터스탠드 플러스,CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,30400,13400,60,visit,,,fixed_public,300000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":7,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:880,miso:880:1549,코웨이,워터스탠드 플러스,CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,27900,10900,72,visit,,,fixed_public,350000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":7,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":72,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:880,miso:880:1552,코웨이,워터스탠드 플러스,CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,28400,11400,60,visit,,,fixed_public,300000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":7,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:880,miso:880:1553,코웨이,워터스탠드 플러스,CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,https://miso.kr/booking/rental/water_purifier/CHP-5730L,25900,8900,72,visit,,,fixed_public,350000,,,,,,,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":7,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""스탠드형"",""purificationType"":""탱크형"",""purifierFunctionsRaw"":""냉온정"",""filterMethod"":""지하수용"",""colorNames"":[""화이트""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":72,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:883,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,51900,32900,84,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":84,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:884,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,51900,32900,84,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":84,""isRecommended"":false,""colorCode"":""#6E6E6E"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:885,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,51900,32900,84,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":84,""isRecommended"":false,""colorCode"":""#C4CFDF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:886,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,53900,34900,72,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":72,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:887,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,53900,34900,72,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":72,""isRecommended"":false,""colorCode"":""#6E6E6E"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:888,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,53900,34900,72,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":72,""isRecommended"":false,""colorCode"":""#C4CFDF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:889,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,56900,37900,60,visit,,,fixed_public,320000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:890,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,56900,37900,60,visit,,,fixed_public,320000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#6E6E6E"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:891,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,56900,37900,60,visit,,,fixed_public,320000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":2,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#C4CFDF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:895,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,48900,29900,84,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":84,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:896,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,48900,29900,84,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":84,""isRecommended"":false,""colorCode"":""#6E6E6E"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:897,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,48900,29900,84,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":84,""isRecommended"":false,""colorCode"":""#C4CFDF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:898,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,50900,31900,72,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":72,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:899,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,50900,31900,72,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":72,""isRecommended"":false,""colorCode"":""#6E6E6E"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:900,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,50900,31900,72,visit,,,fixed_public,380000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":72,""isRecommended"":false,""colorCode"":""#C4CFDF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:901,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,53900,34900,60,visit,,,fixed_public,330000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:902,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,53900,34900,60,visit,,,fixed_public,330000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#6E6E6E"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:903,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,53900,34900,60,visit,,,fixed_public,330000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":60,""isRecommended"":false,""colorCode"":""#C4CFDF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:2075,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,57900,38900,60,visit,,,fixed_public,330000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":36,""isRecommended"":false,""colorCode"":""#FFFFFF"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:2862,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,57900,38900,60,visit,,,fixed_public,330000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":36,""isRecommended"":false,""colorCode"":""#6E6E6E"",""benefitEvidence"":""api_payback""}}"
miso,2026-03-27T05:00:16.530Z,https://miso.kr/booking/rental/water_purifier,miso:882,miso:882:2863,코웨이,아이콘 얼음 맥스,CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,https://miso.kr/booking/rental/water_purifier/CHPI-7420N,57900,38900,60,visit,,,fixed_public,330000,,,,,,,"[""얼음"",""냉수"",""온수"",""정수""]","{""productMetadata"":{""popularity"":3,""listingRank"":null,""listingTag"":null,""listingDescription"":null,""formFactor"":""데스크형"",""purificationType"":""직수형"",""purifierFunctionsRaw"":""얼음냉온정"",""filterMethod"":null,""colorNames"":[""아이스 화이트"",""아이스 그레이"",""아이스 블루""]},""offerMetadata"":{""maintenancePeriodMonths"":4,""commitmentPeriodMonths"":36,""isRecommended"":false,""colorCode"":""#C4CFDF"",""benefitEvidence"":""api_payback""}}"
